id,user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start,charging_end,energy_consumed,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,soc_start_pct,soc_end_pct,distance_km,temperature_c,vehicle_age_years,charger_type,user_type
1023,User_1023,Chevy Bolt,62,Station_87,Los Angeles,2024-02-12 14:00,2024-02-12 14:44,10.35,3.32,9.39,39.78,Morning,Friday,42.66,79.51,40.1,37.5,7,Level 2,Commuter
1024,User_1024,Hyundai Kona,62,Station_201,San Francisco,2024-02-12 15:00,2024-02-12 17:29,26.3,3.58,49.89,9.56,Afternoon,Thursday,52.3,71.44,97.8,31.4,3,DC Fast Charger,Commuter
1025,User_1025,Tesla Model 3,85,Station_337,San Francisco,2024-02-12 16:00,2024-02-12 18:05,26.73,0.67,12.95,26.76,Morning,Thursday,83.74,88.15,131.4,-4.6,1,DC Fast Charger,Commuter
1026,User_1026,Hyundai Kona,50,Station_322,San Francisco,2024-02-12 17:00,2024-02-12 17:35,48.61,3.69,22.07,31.5,Evening,Saturday,82.44,23.04,50.1,11.9,0,Level 1,Casual Driver
1027,User_1027,Tesla Model 3,85,Station_275,New York,2024-02-12 18:00,2024-02-12 20:18,1.33,1.34,23.29,11.81,Evening,Tuesday,86.16,89.97,324.5,-3.9,0,Level 1,Commuter
1028,User_1028,Nissan Leaf,85,Station_211,Houston,2024-02-12 19:00,2024-02-12 21:06,44.02,1.32,38.11,32.94,Afternoon,Saturday,73.35,78.16,78.1,5.9,5,Level 2,Casual Driver
1029,User_1029,BMW i3,85,Station_391,San Francisco,2024-02-12 20:00,2024-02-12 21:01,18.43,1.62,22.32,10.41,Afternoon,Saturday,53.52,95.65,104.4,30.5,2,Level 2,Commuter
1030,User_1030,Tesla Model 3,62,Station_118,Chicago,2024-02-12 21:00,2024-02-13 00:29,37.7,2.73,34.72,24.67,Evening,Saturday,46.56,52.46,274.5,6.7,5,Level 1,Casual Driver
1031,User_1031,Hyundai Kona,100,Station_191,Los Angeles,2024-02-12 22:00,2024-02-12 23:52,56.2,0.18,40.72,19.62,Morning,Sunday,56.03,65.41,39.7,34.1,1,Level 2,Casual Driver
1032,User_1032,Nissan Leaf,85,Station_42,Chicago,2024-02-12 23:00,2024-02-13 02:05,73.28,1.49,23.32,23.61,Morning,Monday,78.6,21.88,0,31.1,7,Level 2,Long-Distance Traveler
1033,User_1033,Tesla Model 3,100,Station_42,New York,2024-02-13 00:00,2024-02-13 02:27,76.89,7.64,10.45,39.79,Night,Friday,7.17,101.84,226.4,32.9,2,Level 1,Casual Driver
1034,User_1034,Chevy Bolt,75,Station_315,New York,2024-02-13 01:00,2024-02-13 04:41,23.93,1.63,42.93,21.83,Evening,Wednesday,69.67,52.64,219.8,38.3,1,DC Fast Charger,Commuter
1035,User_1035,BMW i3,50,Station_276,Chicago,2024-02-13 02:00,2024-02-13 03:48,50.49,0.72,42.79,15.84,Afternoon,Sunday,65.94,62.64,221.6,29.6,0,Level 1,Commuter
1036,User_1036,Tesla Model 3,61,Station_329,Houston,2024-02-13 03:00,2024-02-13 04:47,66.09,1.27,37.6,14.81,Evening,Tuesday,42.3,70.73,167.7,10,2,Level 2,Casual Driver
1037,User_1037,Nissan Leaf,62,Station_17,New York,2024-02-13 04:00,2024-02-13 06:56,6.92,5.51,49.06,9.21,Afternoon,Tuesday,24.67,70.79,196.3,26.2,1,DC Fast Charger,Casual Driver
1038,User_1038,Chevy Bolt,100,Station_283,New York,2024-02-13 05:00,2024-02-13 07:16,0,1.58,46.92,23.95,Morning,Friday,65.79,63.29,161.6,1,3,Level 1,Casual Driver
1039,User_1039,Nissan Leaf,85,Station_431,Chicago,2024-02-13 06:00,2024-02-13 08:35,61.04,1.99,41.55,35.55,Afternoon,Tuesday,33.07,56.8,95.5,27.1,5,DC Fast Charger,Casual Driver
1040,User_1040,Nissan Leaf,85,Station_258,New York,2024-02-13 07:00,2024-02-13 07:44,64.23,2.13,18.16,14.83,Night,Friday,83.32,83.8,171.2,14.4,2,Level 2,Long-Distance Traveler
1041,User_1041,Chevy Bolt,50,Station_63,Houston,2024-02-13 08:00,2024-02-13 10:43,44.89,2.04,28.98,7.09,Morning,Tuesday,81.96,70.54,184.7,22.8,7,DC Fast Charger,Long-Distance Traveler
1042,User_1042,Nissan Leaf,100,Station_62,Houston,2024-02-13 09:00,2024-02-13 10:42,58.94,3.21,43.7,37.33,Night,Saturday,82.36,92.04,81.2,19.5,6,Level 2,Long-Distance Traveler
1043,User_1043,Chevy Bolt,110,Station_100,Houston,2024-02-13 10:00,2024-02-13 12:10,10.04,1.3,0,26.59,Evening,Monday,35.98,70.68,81.8,35.1,2,Level 1,Long-Distance Traveler
1044,User_1044,Tesla Model 3,100,Station_19,Los Angeles,2024-02-13 11:00,2024-02-13 13:07,17.53,3.72,7.64,26.12,Afternoon,Sunday,89.91,73.01,89.8,-4.4,4,DC Fast Charger,Long-Distance Traveler
1045,User_1045,Chevy Bolt,85,Station_17,Houston,2024-02-13 12:00,2024-02-13 15:15,29.76,2.16,29.39,20.07,Morning,Sunday,10.81,36.55,51.2,-1.4,1,DC Fast Charger,Casual Driver
1046,User_1046,Chevy Bolt,75,Station_325,Houston,2024-02-13 13:00,2024-02-13 13:55,69.6,2.34,14.86,38.13,Afternoon,Tuesday,60.64,73.01,289,73.2,6,DC Fast Charger,Long-Distance Traveler
1047,User_1047,BMW i3,75,Station_423,Los Angeles,2024-02-13 14:00,2024-02-13 17:59,49.93,1.11,37.93,28.29,Night,Sunday,121.85,52.83,56.7,27,2,Level 2,Long-Distance Traveler
1048,User_1048,Chevy Bolt,75,Station_466,San Francisco,2024-02-13 15:00,2024-02-13 17:01,14.49,3.89,41.38,16.38,Morning,Tuesday,42.79,51.76,97.1,25,3,Level 1,Casual Driver
1049,User_1049,Chevy Bolt,85,Station_373,New York,2024-02-13 16:00,2024-02-13 18:34,38.41,2.5,22.12,19.83,Night,Wednesday,10.82,56.54,0,-3.6,2,Level 1,Casual Driver
1050,User_1050,Tesla Model 3,100,Station_246,Houston,2024-02-13 17:00,2024-02-13 20:28,8.23,0.9,43.81,8.68,Morning,Sunday,23.36,97.66,298.7,38.6,3,Level 2,Commuter
1051,User_1051,BMW i3,75,Station_251,New York,2024-02-13 18:00,2024-02-13 19:42,34.86,3.47,4.94,24.3,Evening,Monday,47.98,70,155.7,35.4,3,DC Fast Charger,Commuter
1052,User_1052,Hyundai Kona,62,Station_455,Chicago,2024-02-13 19:00,2024-02-13 21:32,57.93,1.72,0,31.54,Evening,Sunday,67.65,78.31,59.4,34.7,5,Level 2,Commuter
1053,User_1053,Tesla Model 3,50,Station_81,New York,2024-02-13 20:00,2024-02-13 21:22,49.41,2.88,34.01,38.92,Afternoon,Saturday,75.99,84.94,275,-7.6,5,Level 2,Long-Distance Traveler
1054,User_1054,Tesla Model 3,50,Station_39,Los Angeles,2024-02-13 21:00,2024-02-14 00:33,9.98,1.85,33.33,21.1,Night,Monday,35.85,67.58,30.4,37.8,5,Level 1,Casual Driver
1055,User_1055,Hyundai Kona,62,Station_36,New York,2024-02-13 22:00,2024-02-14 01:36,29.05,2.95,15.96,7.68,Night,Sunday,25.85,90.97,195.6,-2,4,Level 2,Commuter
1056,User_1056,Chevy Bolt,75,Station_424,New York,2024-02-13 23:00,2024-02-14 02:47,42.09,1,6.31,3.67,Morning,Monday,51.68,95.81,103.3,30.7,0,DC Fast Charger,Commuter
1057,User_1057,Nissan Leaf,75,Station_429,New York,2024-02-14 00:00,2024-02-14 01:47,45.77,0.96,17.4,14.02,Evening,Sunday,30.74,81.85,0,1.3,4,Level 2,Long-Distance Traveler
1058,User_1058,BMW i3,75,Station_388,San Francisco,2024-02-14 01:00,2024-02-14 03:01,53.71,0.89,18.62,29.03,Afternoon,Tuesday,49.92,56.18,36.4,23.8,4,Level 2,Commuter
1059,User_1059,Nissan Leaf,56,Station_486,San Francisco,2024-02-14 02:00,2024-02-14 05:35,66.41,3.03,39.86,35.47,Evening,Thursday,15.56,78.85,61.6,33.8,0,Level 2,Casual Driver
1060,User_1060,Hyundai Kona,85,Station_409,Chicago,2024-02-14 03:00,2024-02-14 04:57,11.46,3.51,18.91,27.03,Night,Tuesday,89.11,51.82,99.8,15.4,2,DC Fast Charger,Casual Driver
1061,User_1061,Tesla Model 3,100,Station_197,Los Angeles,2024-02-14 04:00,2024-02-14 04:42,75.57,2.57,21.51,5.99,Afternoon,Friday,32.75,57.68,281.3,13.4,4,Level 2,Commuter
1062,User_1062,Tesla Model 3,50,Station_158,New York,2024-02-14 05:00,2024-02-14 06:12,44.36,2.87,3.92,6.98,Evening,Sunday,72.82,64.6,63,39.9,7,Level 1,Casual Driver
1063,User_1063,BMW i3,62,Station_204,New York,2024-02-14 06:00,2024-02-14 07:45,28.25,0.91,30,12.17,Evening,Wednesday,77.23,82.61,151.4,1.9,4,Level 2,Commuter
1064,User_1064,Tesla Model 3,100,Station_196,New York,2024-02-14 07:00,2024-02-14 08:20,39.49,0.86,16.37,27.77,Morning,Monday,26.69,90.02,250.8,35.7,7,Level 2,Commuter
1065,User_1065,Tesla Model 3,75,Station_216,New York,2024-02-14 08:00,2024-02-14 08:48,25.37,0.56,37.58,7.14,Morning,Friday,22.47,72.92,0,24.9,6,Level 1,Casual Driver
1066,User_1066,BMW i3,62,Station_285,San Francisco,2024-02-14 09:00,2024-02-14 11:58,69.21,2.29,28.76,5.55,Night,Saturday,27.77,55.46,66.2,11.9,5,Level 1,Casual Driver
1067,User_1067,BMW i3,46,Station_457,Chicago,2024-02-14 10:00,2024-02-14 12:31,34.6,2.52,5.58,29.24,Evening,Friday,21.24,73.44,155.2,5.1,6,Level 1,Long-Distance Traveler
1068,User_1068,Hyundai Kona,62,Station_196,Houston,2024-02-14 11:00,2024-02-14 11:53,40.79,3.43,11.03,22.86,Morning,Thursday,68.76,55.15,159.6,-0.7,3,Level 1,Long-Distance Traveler
1069,User_1069,Tesla Model 3,62,Station_307,Los Angeles,2024-02-14 12:00,2024-02-14 12:55,21.87,0.57,10.6,25.99,Evening,Sunday,44.92,53.75,296.6,33.4,1,Level 1,Commuter
1070,User_1070,Tesla Model 3,75,Station_152,New York,2024-02-14 13:00,2024-02-14 16:22,47.23,3.64,42.96,37.9,Afternoon,Monday,12.43,68.06,208.8,10.7,2,Level 1,Casual Driver
1071,User_1071,Hyundai Kona,62,Station_14,Chicago,2024-02-14 14:00,2024-02-14 17:05,0,2.88,18.56,13.93,Evening,Tuesday,64.49,150.79,246.2,28.1,5,DC Fast Charger,Commuter
1072,User_1072,Chevy Bolt,83,Station_325,Houston,2024-02-14 15:00,2024-02-14 17:29,18.79,1.64,38.26,39.52,Evening,Monday,41.77,67.07,0,-2.7,3,Level 2,Long-Distance Traveler
1073,User_1073,Chevy Bolt,100,Station_146,Chicago,2024-02-14 16:00,2024-02-14 17:51,47.29,0.66,3.6,11.97,Night,Wednesday,64.57,63.96,295.2,-3.7,1,DC Fast Charger,Commuter
1074,User_1074,Chevy Bolt,62,Station_426,San Francisco,2024-02-14 17:00,2024-02-14 19:09,30.17,1.17,21.34,27.39,Afternoon,Monday,77.6,58.55,185.6,37.2,5,DC Fast Charger,Casual Driver
1075,User_1075,Hyundai Kona,85,Station_57,Houston,2024-02-14 18:00,2024-02-14 21:06,34.9,1.6,4.88,33.68,Afternoon,Friday,61.53,89,269.9,-6.4,1,Level 1,Casual Driver
1076,User_1076,Tesla Model 3,100,Station_211,Chicago,2024-02-14 19:00,2024-02-14 19:46,54.96,3.52,41.41,38.77,Morning,Friday,19.83,92.78,141.5,39.5,3,Level 2,Long-Distance Traveler
1077,User_1077,Hyundai Kona,50,Station_268,San Francisco,2024-02-14 20:00,2024-02-14 21:37,74.79,1.68,36.55,31.3,Afternoon,Tuesday,37.37,98.56,245.6,21.4,7,DC Fast Charger,Commuter
1078,User_1078,Hyundai Kona,75,Station_210,Chicago,2024-02-14 21:00,2024-02-14 22:13,34.79,1.81,23.22,31.8,Night,Tuesday,42.67,75.7,247.7,17.2,5,Level 2,Commuter
1079,User_1079,Chevy Bolt,75,Station_17,Chicago,2024-02-14 22:00,2024-02-14 23:30,69.13,3.01,10.71,17.39,Morning,Tuesday,28.9,78.35,91.6,3.4,2,Level 2,Casual Driver
1080,User_1080,Nissan Leaf,78,Station_286,Houston,2024-02-14 23:00,2024-02-15 01:32,38.09,1.95,1.65,15.63,Evening,Saturday,11.83,97.63,135.7,-5.9,7,Level 1,Long-Distance Traveler
1081,User_1081,Tesla Model 3,50,Station_344,San Francisco,2024-02-15 00:00,2024-02-15 02:02,27.75,0.9,31.66,17.09,Afternoon,Sunday,24.84,87.94,265.7,34,1,Level 2,Casual Driver
1082,User_1082,Chevy Bolt,85,Station_203,New York,2024-02-15 01:00,2024-02-15 04:45,41.65,0.14,11.11,33.39,Evening,Wednesday,90.93,52.84,111.9,13.1,3,DC Fast Charger,Casual Driver
1083,User_1083,Nissan Leaf,85,Station_99,Los Angeles,2024-02-15 02:00,2024-02-15 03:43,35.39,2.31,44.85,38.4,Morning,Saturday,34.64,54.27,286.8,-7.6,7,DC Fast Charger,Long-Distance Traveler
1084,User_1084,Nissan Leaf,85,Station_279,Houston,2024-02-15 03:00,2024-02-15 06:02,68.57,1.56,16.48,24.53,Afternoon,Saturday,68.27,93.57,92,-9.8,2,Level 1,Casual Driver
1085,User_1085,BMW i3,107,Station_209,San Francisco,2024-02-15 04:00,2024-02-15 05:36,0,2.22,38.97,6.56,Morning,Saturday,18.34,86.04,30.6,17.8,6,DC Fast Charger,Commuter
1086,User_1086,Tesla Model 3,50,Station_129,Chicago,2024-02-15 05:00,2024-02-15 07:20,36.47,1.21,37.86,9.94,Morning,Monday,21.02,82.18,56.4,36.2,1,Level 1,Commuter
1087,User_1087,Nissan Leaf,100,Station_335,San Francisco,2024-02-15 06:00,2024-02-15 06:31,44.64,1.2,0,17.66,Afternoon,Thursday,32.3,69.58,294.8,-6.3,6,DC Fast Charger,Commuter
1088,User_1088,Chevy Bolt,50,Station_288,Los Angeles,2024-02-15 07:00,2024-02-15 08:58,40.27,2.69,49.57,25.55,Afternoon,Sunday,21.83,68,156.5,33.8,2,DC Fast Charger,Casual Driver
1089,User_1089,BMW i3,62,Station_252,Los Angeles,2024-02-15 08:00,2024-02-15 11:26,34.43,0.68,34.17,12.65,Morning,Monday,77.3,54.74,265.8,22.2,3,Level 1,Long-Distance Traveler
1090,User_1090,Tesla Model 3,50,Station_265,New York,2024-02-15 09:00,2024-02-15 12:47,0,0.94,15.42,31.47,Night,Tuesday,21.39,70.38,266.6,20.8,3,Level 2,Long-Distance Traveler
1091,User_1091,Hyundai Kona,85,Station_271,New York,2024-02-15 10:00,2024-02-15 10:55,18.56,1.58,0,7.25,Afternoon,Wednesday,28.8,51.48,397.8,26.2,1,Level 1,Long-Distance Traveler
1092,User_1092,Chevy Bolt,75,Station_412,Los Angeles,2024-02-15 11:00,2024-02-15 14:49,59.8,2.12,14.56,22.93,Morning,Saturday,28.19,96.03,276.2,-0.6,4,Level 2,Long-Distance Traveler
1093,User_1093,Nissan Leaf,75,Station_408,Houston,2024-02-15 12:00,2024-02-15 14:08,59.77,3.25,35.05,39.3,Evening,Monday,81.95,59.95,166.3,18.2,2,Level 2,Long-Distance Traveler
1094,User_1094,Nissan Leaf,62,Station_188,Houston,2024-02-15 13:00,2024-02-15 13:56,36.7,1.87,19.12,5.56,Evening,Sunday,26.35,95.16,49.6,30.3,6,Level 1,Casual Driver
1095,User_1095,Chevy Bolt,62,Station_419,Chicago,2024-02-15 14:00,2024-02-15 15:58,10.23,2.69,44.96,36.64,Afternoon,Friday,58.95,54.52,112,-3.8,5,Level 1,Long-Distance Traveler
1096,User_1096,Nissan Leaf,100,Station_214,New York,2024-02-15 15:00,2024-02-15 17:55,24.23,0.93,7.76,23.53,Afternoon,Sunday,17.7,75.5,172,5,5,Level 1,Commuter
1097,User_1097,BMW i3,85,Station_283,Chicago,2024-02-15 16:00,2024-02-15 19:31,21.71,2.51,47.98,8.12,Evening,Saturday,17.08,94.51,169.8,18.7,5,Level 2,Casual Driver
1098,User_1098,Tesla Model 3,85,Station_211,New York,2024-02-15 17:00,2024-02-15 17:30,57.9,1.73,10.41,23.09,Morning,Sunday,53.19,96.34,101.6,23.9,5,Level 2,Commuter
1099,User_1099,BMW i3,85,Station_365,Los Angeles,2024-02-15 18:00,2024-02-15 21:38,35.17,1.39,38.82,39.91,Morning,Monday,78.18,39.33,178,8.2,1,Level 2,Long-Distance Traveler
1100,User_1100,Nissan Leaf,75,Station_76,Houston,2024-02-15 19:00,2024-02-15 21:12,15.73,3.88,38.32,19.63,Morning,Friday,10.87,80.29,279,10.8,5,Level 2,Long-Distance Traveler
1101,User_1101,Hyundai Kona,85,Station_148,Houston,2024-02-15 20:00,2024-02-15 22:40,34.08,2.36,12.6,19.57,Night,Monday,70.12,61.6,0,5.4,1,Level 1,Commuter
1102,User_1102,Tesla Model 3,100,Station_321,Los Angeles,2024-02-15 21:00,2024-02-16 00:45,26.05,2.03,27.15,36.22,Afternoon,Monday,88.85,69.47,211.5,19.4,2,Level 1,Commuter
1103,User_1103,Tesla Model 3,85,Station_213,Chicago,2024-02-15 22:00,2024-02-15 23:10,21.85,3.28,0,11.77,Night,Saturday,19.55,54.51,240.7,11.9,0,Level 2,Casual Driver
1104,User_1104,Chevy Bolt,75,Station_433,Chicago,2024-02-15 23:00,2024-02-16 02:14,15.43,1.71,19,22.77,Night,Monday,27.1,55.42,218.1,0,1,DC Fast Charger,Long-Distance Traveler
1105,User_1105,Chevy Bolt,85,Station_109,San Francisco,2024-02-16 00:00,2024-02-16 01:20,13.65,1.46,33.3,38.31,Night,Tuesday,44.39,86.61,0,28.9,5,Level 1,Long-Distance Traveler
1106,User_1106,Hyundai Kona,75,Station_129,New York,2024-02-16 01:00,2024-02-16 01:44,24.78,0.88,0,7.64,Night,Sunday,41.9,52.62,171.1,1,7,DC Fast Charger,Long-Distance Traveler
1107,User_1107,Tesla Model 3,75,Station_10,Chicago,2024-02-16 02:00,2024-02-16 02:37,67.46,0.87,17.89,29.52,Morning,Friday,58.36,83.42,93.3,24.4,4,DC Fast Charger,Commuter
1108,User_1108,Hyundai Kona,62,Station_47,Los Angeles,2024-02-16 03:00,2024-02-16 04:07,12.04,1.03,0,22.74,Afternoon,Wednesday,22.71,62.28,284.2,12.6,5,DC Fast Charger,Long-Distance Traveler
1109,User_1109,Chevy Bolt,85,Station_379,Chicago,2024-02-16 04:00,2024-02-16 06:23,61.23,2.33,9.14,38.66,Afternoon,Thursday,53.24,85.78,13.8,39,7,Level 2,Casual Driver
1110,User_1110,Chevy Bolt,50,Station_315,Houston,2024-02-16 05:00,2024-02-16 06:52,23.19,2.01,31.98,5.81,Night,Sunday,72.88,86.94,181,17.1,7,Level 1,Casual Driver
1111,User_1111,Tesla Model 3,85,Station_96,New York,2024-02-16 06:00,2024-02-16 07:25,48.39,3.74,27.81,15.99,Afternoon,Saturday,19.32,81.93,112.1,17.9,7,DC Fast Charger,Commuter
1112,User_1112,BMW i3,75,Station_446,San Francisco,2024-02-16 07:00,2024-02-16 10:24,29.68,3.72,45.67,21.06,Evening,Friday,79.22,54.37,266,34.2,3,Level 2,Commuter
1113,User_1113,Nissan Leaf,85,Station_103,New York,2024-02-16 08:00,2024-02-16 10:12,25.09,3.45,4.96,21.53,Morning,Tuesday,36.84,58.6,0,-9.6,5,Level 1,Casual Driver
1114,User_1114,Chevy Bolt,75,Station_380,Houston,2024-02-16 09:00,2024-02-16 11:47,0,2.22,47.66,19.81,Afternoon,Friday,25.18,80.24,200.9,20.8,6,Level 2,Commuter
1115,User_1115,Chevy Bolt,100,Station_342,Houston,2024-02-16 10:00,2024-02-16 12:11,56.12,1.06,5.49,16.35,Morning,Wednesday,22.35,80.09,82,36.6,7,Level 1,Commuter
1116,User_1116,BMW i3,50,Station_146,Houston,2024-02-16 11:00,2024-02-16 12:47,15.9,3.17,40.44,12.07,Evening,Saturday,46.22,60.73,211.6,-5.1,7,Level 1,Long-Distance Traveler
1117,User_1117,BMW i3,85,Station_368,Houston,2024-02-16 12:00,2024-02-16 15:26,41.16,3.26,46.13,13.44,Morning,Friday,31.47,77.45,125.8,29.5,5,Level 2,Casual Driver
1118,User_1118,Hyundai Kona,50,Station_430,Los Angeles,2024-02-16 13:00,2024-02-16 16:18,41.91,1.89,24.48,26.73,Evening,Sunday,46.4,58.93,44.5,11.8,5,DC Fast Charger,Long-Distance Traveler
1119,User_1119,Hyundai Kona,85,Station_416,San Francisco,2024-02-16 14:00,2024-02-16 15:52,8.34,2.43,41.76,8.21,Night,Tuesday,15.63,42.51,206.3,-7.3,4,Level 1,Casual Driver
1120,User_1120,Nissan Leaf,62,Station_27,Houston,2024-02-16 15:00,2024-02-16 15:59,90.24,1.29,4.84,35.03,Afternoon,Saturday,70.55,50.52,102.8,36.4,1,Level 1,Long-Distance Traveler
1121,User_1121,Nissan Leaf,62,Station_220,Houston,2024-02-16 16:00,2024-02-16 16:34,18.1,1.93,41.55,37.7,Night,Tuesday,33.3,99.7,51.2,1.1,3,DC Fast Charger,Casual Driver
1122,User_1122,Tesla Model 3,50,Station_18,Chicago,2024-02-16 17:00,2024-02-16 19:28,59.2,3.4,10.55,7.03,Afternoon,Saturday,32.9,90.24,286.8,2.5,6,Level 1,Casual Driver
1123,User_1123,Hyundai Kona,85,Station_167,San Francisco,2024-02-16 18:00,2024-02-16 21:48,0,3.78,7.75,11.57,Night,Thursday,25.61,76.51,249.1,5.2,5,DC Fast Charger,Casual Driver
1124,User_1124,Chevy Bolt,85,Station_433,New York,2024-02-16 19:00,2024-02-16 20:00,15.77,2.69,25.36,36.23,Evening,Wednesday,59.61,58.96,297.1,24,7,Level 1,Commuter
1125,User_1125,Hyundai Kona,50,Station_477,San Francisco,2024-02-16 20:00,2024-02-16 23:29,75.09,1.85,12.37,6.12,Afternoon,Thursday,61.93,50.51,150.3,24,3,DC Fast Charger,Long-Distance Traveler
1126,User_1126,Chevy Bolt,100,Station_82,San Francisco,2024-02-16 21:00,2024-02-16 21:52,23.92,2.33,33.5,5.59,Night,Sunday,38.27,84.48,296,4.8,2,Level 1,Commuter
1127,User_1127,BMW i3,50,Station_428,San Francisco,2024-02-16 22:00,2024-02-16 23:17,13.82,2.09,12.27,20.84,Morning,Sunday,86.61,99.09,119.3,38.6,7,Level 1,Commuter
1128,User_1128,Hyundai Kona,62,Station_72,Houston,2024-02-16 23:00,2024-02-17 01:18,79.97,1.16,37.46,8.47,Morning,Sunday,75.83,67.98,117.7,16.1,5,Level 1,Casual Driver
1129,User_1129,BMW i3,50,Station_310,Houston,2024-02-17 00:00,2024-02-17 01:09,5.16,3.91,5.27,7.41,Night,Monday,32.17,56.72,45.4,-9.8,2,DC Fast Charger,Casual Driver
1130,User_1130,Nissan Leaf,75,Station_479,Los Angeles,2024-02-17 01:00,2024-02-17 01:35,55.1,1.29,45.21,8.63,Evening,Sunday,54.16,56.7,100.8,3.3,3,Level 1,Commuter
1131,User_1131,Nissan Leaf,102,Station_254,New York,2024-02-17 02:00,2024-02-17 03:07,38.19,3.23,23.2,8.64,Night,Tuesday,40.63,62.8,72.3,21.2,6,Level 2,Commuter
1132,User_1132,Tesla Model 3,60,Station_162,Chicago,2024-02-17 03:00,2024-02-17 06:18,41.13,0.63,46.54,10.68,Morning,Thursday,64.75,92.69,224.6,11.1,4,Level 2,Commuter
1133,User_1133,Hyundai Kona,100,Station_327,San Francisco,2024-02-17 04:00,2024-02-17 06:09,55.2,1.7,26.97,13.32,Afternoon,Tuesday,28.69,81.11,0,15.3,6,Level 2,Casual Driver
1134,User_1134,BMW i3,75,Station_420,New York,2024-02-17 05:00,2024-02-17 05:56,72.31,0.95,34.26,23.89,Afternoon,Saturday,59.49,92.31,54.1,8.4,0,Level 1,Casual Driver
1135,User_1135,Chevy Bolt,75,Station_402,New York,2024-02-17 06:00,2024-02-17 09:52,37.49,1.85,15.8,7.39,Night,Tuesday,86.54,93.38,215.9,0.4,7,DC Fast Charger,Casual Driver
1136,User_1136,Nissan Leaf,62,Station_38,Los Angeles,2024-02-17 07:00,2024-02-17 08:38,55.37,3.14,18.05,8.62,Afternoon,Monday,57.07,92.42,270,-2.6,2,DC Fast Charger,Long-Distance Traveler
1137,User_1137,Nissan Leaf,75,Station_443,Chicago,2024-02-17 08:00,2024-02-17 09:26,33.47,3.39,18.94,33.22,Morning,Tuesday,44.25,91.06,40.3,26.8,6,Level 1,Commuter
1138,User_1138,Chevy Bolt,85,Station_393,San Francisco,2024-02-17 09:00,2024-02-17 09:46,53.36,3.38,11.31,23.06,Afternoon,Saturday,29.88,95.54,0,3.5,0,Level 2,Commuter
1139,User_1139,BMW i3,62,Station_201,Chicago,2024-02-17 10:00,2024-02-17 11:40,76.04,2.2,14.89,14.96,Night,Saturday,87.91,67.05,259.7,23.2,4,DC Fast Charger,Long-Distance Traveler
1140,User_1140,BMW i3,75,Station_494,Los Angeles,2024-02-17 11:00,2024-02-17 12:16,9.79,3.76,12.89,20.91,Night,Thursday,89.04,54.07,60.3,31.4,6,Level 1,Commuter
1141,User_1141,Hyundai Kona,85,Station_200,Houston,2024-02-17 12:00,2024-02-17 13:48,45.45,1.44,28.19,39.6,Night,Sunday,18.31,66.43,131.1,28.5,7,DC Fast Charger,Commuter
1142,User_1142,Hyundai Kona,100,Station_255,New York,2024-02-17 13:00,2024-02-17 15:19,31.73,2.29,37.5,28.38,Morning,Wednesday,76.84,87.56,47.4,7.6,0,Level 2,Commuter
1143,User_1143,Tesla Model 3,62,Station_179,San Francisco,2024-02-17 14:00,2024-02-17 14:42,76.16,2.48,32.56,26.77,Evening,Friday,24.93,79.56,83,38.5,4,Level 2,Long-Distance Traveler
1144,User_1144,Nissan Leaf,75,Station_35,Houston,2024-02-17 15:00,2024-02-17 17:48,59.17,2.77,15.22,18.82,Afternoon,Thursday,50.51,68.6,156.8,29.1,1,DC Fast Charger,Long-Distance Traveler
1145,User_1145,Hyundai Kona,179,Station_82,Los Angeles,2024-02-17 16:00,2024-02-17 18:33,15.1,2.89,5.05,22.01,Night,Monday,51.48,72.7,152.9,19,6,Level 1,Commuter
1146,User_1146,BMW i3,62,Station_389,Chicago,2024-02-17 17:00,2024-02-17 19:18,66.25,1.25,37.46,13.37,Evening,Friday,43.85,61.65,152.3,9,3,Level 1,Casual Driver
1147,User_1147,Chevy Bolt,75,Station_398,New York,2024-02-17 18:00,2024-02-17 19:59,30.73,3,11.22,37.96,Night,Tuesday,41.9,79.16,207.5,-4.4,5,DC Fast Charger,Commuter
1148,User_1148,BMW i3,85,Station_220,San Francisco,2024-02-17 19:00,2024-02-17 20:55,77.69,3.62,0,21.99,Night,Thursday,11.3,81,15.2,-8.4,0,Level 2,Commuter
1149,User_1149,Nissan Leaf,100,Station_158,Houston,2024-02-17 20:00,2024-02-17 22:01,77.13,1.23,39.43,29.79,Morning,Friday,62.32,81.41,272.8,-3.7,1,Level 1,Casual Driver
1150,User_1150,BMW i3,100,Station_4,Houston,2024-02-17 21:00,2024-02-17 21:53,8.28,1.25,11.02,27.33,Morning,Sunday,76.67,62.01,216.5,-2.6,2,DC Fast Charger,Commuter
1151,User_1151,Tesla Model 3,75,Station_167,New York,2024-02-17 22:00,2024-02-17 23:42,50.53,1.03,34.64,5.11,Evening,Sunday,25.35,63.66,62.5,-9.2,0,DC Fast Charger,Commuter
1152,User_1152,Nissan Leaf,66,Station_468,Chicago,2024-02-17 23:00,2024-02-17 23:33,64.93,3.73,45.6,38.45,Night,Thursday,58.16,72.86,115.7,26.7,2,Level 2,Long-Distance Traveler
